F	X	Y	Z	W	P	R
0.758	-38.294	-78.515	2.273	-2.6787	1.30613	0
0.758	-36.46	-79.391	2.273	-2.70861	1.24357	0
0.759	-34.605	-80.225	2.273	-2.73708	1.18027	0
0.759	-32.732	-81.015	2.274	-2.76407	1.1164	0
0.759	-30.841	-81.762	2.274	-2.78955	1.05189	0
0.759	-28.932	-82.465	2.275	-2.81357	0.98677	0
0.759	-27.008	-83.122	2.275	-2.83601	0.92114	0
0.758	-25.069	-83.735	2.275	-2.85693	0.855	0
0.758	-23.115	-84.303	2.276	-2.87635	0.78835	0
0.758	-21.149	-84.825	2.276	-2.89416	0.72131	0
0.758	-19.172	-85.302	2.277	-2.91045	0.65387	0
0.758	-17.182	-85.732	2.277	-2.92513	0.58601	0
0.758	-15.184	-86.116	2.277	-2.93823	0.51787	0
0.759	-13.178	-86.453	2.278	-2.94976	0.44944	0
0.759	-11.163	-86.744	2.278	-2.95968	0.38071	0
0.759	-9.143	-86.988	2.278	-2.96802	0.31181	0
0.759	-7.117	-87.184	2.279	-2.97471	0.24273	0
0.759	-5.086	-87.333	2.279	-2.9798	0.17346	0
0.759	-3.053	-87.436	2.28	-2.98331	0.10413	0
0.758	-1.019	-87.49	2.28	-2.98517	0.03474	0
0.758	1.019	-87.498	2.28	-2.98544	-0.03474	0
0.758	3.054	-87.458	2.281	-2.98406	-0.10416	0
0.758	5.088	-87.371	2.281	-2.9811	-0.17353	0
0.758	7.122	-87.236	2.282	-2.97648	-0.24288	0
0.758	9.15	-87.053	2.282	-2.97026	-0.31205	0
0.758	11.173	-86.825	2.282	-2.96245	-0.38107	0
0.758	13.193	-86.548	2.283	-2.953	-0.44994	0
0.757	15.204	-86.226	2.283	-2.94199	-0.51853	0
0.757	17.207	-85.856	2.283	-2.92935	-0.58685	0
0.757	19.203	-85.439	2.284	-2.91511	-0.65492	0
0.757	21.187	-84.977	2.284	-2.89933	-0.7226	0
0.756	23.16	-84.467	2.285	-2.88195	-0.78989	0
0.756	25.122	-83.913	2.285	-2.86301	-0.85682	0
0.756	27.07	-83.313	2.285	-2.84251	-0.92325	0
0.756	29.003	-82.667	2.286	-2.82046	-0.98919	0
0.756	30.922	-81.977	2.286	-2.7969	-1.05466	0
0.756	32.824	-81.242	2.287	-2.7718	-1.11951	0
0.756	34.708	-80.463	2.287	-2.74523	-1.18379	0
0.755	36.575	-79.64	2.287	-2.71711	-1.24747	0
0.755	38.421	-78.774	2.288	-2.68754	-1.31043	0
0.754	40.246	-77.866	2.288	-2.65654	-1.37272	0
0.754	42.052	-76.914	2.288	-2.62404	-1.4343	0
0.753	43.834	-75.922	2.289	-2.59017	-1.49509	0
0.753	45.591	-74.888	2.289	-2.55486	-1.55507	0
0.753	47.326	-73.812	2.29	-2.51813	-1.61426	0
0.753	49.035	-72.697	2.29	-2.48009	-1.67256	0
0.752	50.717	-71.543	2.29	-2.44068	-1.72995	0
0.752	52.374	-70.349	2.291	-2.39993	-1.78647	0
0.753	54	-69.117	2.291	-2.35788	-1.84198	0
0.753	55.599	-67.848	2.292	-2.31458	-1.89652	0
0.753	57.168	-66.541	2.292	-2.26995	-1.95006	0
0.753	58.705	-65.198	2.292	-2.22412	-2.00251	0
0.753	60.211	-63.821	2.293	-2.17711	-2.05392	0
0.753	61.686	-62.407	2.293	-2.12885	-2.10424	0
0.753	63.126	-60.96	2.294	-2.07949	-2.15341	0
0.753	64.533	-59.48	2.294	-2.02897	-2.2014	0
0.753	65.905	-57.966	2.294	-1.97731	-2.24825	0
0.752	67.242	-56.423	2.295	-1.92463	-2.29387	0
0.752	68.542	-54.847	2.295	-1.87088	-2.33824	0
0.752	69.806	-53.242	2.296	-1.81609	-2.38141	0
0.751	71.032	-51.608	2.296	-1.76033	-2.42323	0
0.751	72.219	-49.945	2.296	-1.70361	-2.46375	0
0.751	73.369	-48.255	2.297	-1.64594	-2.50301	0
0.751	74.477	-46.539	2.297	-1.58738	-2.54085	0
0.752	75.547	-44.797	2.297	-1.52798	-2.57736	0
0.752	76.575	-43.03	2.298	-1.46768	-2.61247	0
0.752	77.562	-41.24	2.298	-1.40663	-2.64615	0
0.753	78.507	-39.428	2.299	-1.34481	-2.67843	0
0.753	79.41	-37.593	2.299	-1.2822	-2.70926	0
0.753	80.27	-35.739	2.299	-1.21895	-2.73864	0
0.753	81.087	-33.864	2.3	-1.15501	-2.7665	0
0.753	81.86	-31.97	2.3	-1.09039	-2.7929	0
0.753	82.589	-30.06	2.301	-1.02523	-2.81779	0
0.753	83.272	-28.133	2.301	-0.9595	-2.84113	0
0.753	83.912	-26.189	2.301	-0.89319	-2.86299	0
0.753	84.505	-24.232	2.302	-0.82644	-2.88324	0
0.753	85.054	-22.261	2.302	-0.75923	-2.90198	0
0.753	85.556	-20.277	2.302	-0.69154	-2.91912	0
0.753	86.011	-18.282	2.303	-0.62352	-2.93467	0
0.753	86.421	-16.278	2.303	-0.55516	-2.94867	0
0.753	86.784	-14.263	2.304	-0.48643	-2.96105	0
0.753	87.1	-12.241	2.304	-0.41748	-2.97185	0
0.753	87.368	-10.212	2.304	-0.34829	-2.981	0
0.753	87.589	-8.176	2.305	-0.27885	-2.98855	0
0.753	87.764	-6.137	2.305	-0.2093	-2.99451	0
0.753	87.89	-4.094	2.306	-0.13963	-2.99881	0
0.753	87.969	-2.047	2.306	-0.06981	-3.00153	0
0.753	88	0	2.306	0	-3.00258	0
0.736	87.984	2.003	2.307	0.0683	-3.00204	0
0.736	87.923	4.006	2.307	0.13664	-2.99994	0
0.736	87.817	6.007	2.307	0.20486	-2.99633	0
0.736	87.664	8.004	2.308	0.27298	-2.99112	0
0.736	87.466	10	2.308	0.34103	-2.98435	0
0.736	87.223	11.988	2.309	0.40886	-2.97605	0
0.736	86.935	13.971	2.309	0.4765	-2.96623	0
0.735	86.602	15.949	2.309	0.54394	-2.95483	0
0.735	86.223	17.917	2.31	0.61107	-2.9419	0
0.735	85.8	19.876	2.31	0.67789	-2.92744	0
0.735	85.333	21.827	2.311	0.74443	-2.91149	0
0.735	84.821	23.765	2.311	0.81053	-2.894	0
0.734	84.264	25.693	2.311	0.87628	-2.875	0
0.734	83.664	27.606	2.312	0.94154	-2.85452	0
0.734	83.022	29.506	2.312	1.00633	-2.83258	0
0.734	82.335	31.391	2.312	1.07065	-2.80912	0
0.734	81.606	33.259	2.313	1.13437	-2.78422	0
0.734	80.834	35.111	2.313	1.19753	-2.75788	0
0.733	80.021	36.946	2.314	1.26013	-2.73011	0
0.733	79.165	38.76	2.314	1.32203	-2.70091	0
0.733	78.269	40.555	2.314	1.38326	-2.6703	0
0.732	77.331	42.331	2.315	1.44382	-2.63829	0
0.732	76.355	44.083	2.315	1.50362	-2.60495	0
0.731	75.338	45.813	2.315	1.56264	-2.57023	0
0.731	74.281	47.521	2.316	1.6209	-2.53415	0
0.731	73.186	49.203	2.316	1.67829	-2.49677	0
0.731	72.054	50.86	2.317	1.73484	-2.45812	0
0.731	70.882	52.492	2.317	1.79052	-2.41814	0
0.731	69.675	54.096	2.317	1.84525	-2.37692	0
0.731	68.431	55.672	2.318	1.89903	-2.33447	0
0.732	67.152	57.221	2.318	1.95189	-2.2908	0
0.732	65.837	58.739	2.319	2.0037	-2.24594	0
0.732	64.489	60.227	2.319	2.05447	-2.19991	0
0.732	63.105	61.685	2.319	2.10423	-2.15269	0
0.732	61.691	63.111	2.32	2.15289	-2.10442	0
0.732	60.242	64.505	2.32	2.20045	-2.05498	0
0.731	58.763	65.864	2.32	2.24685	-2.00451	0
0.731	57.254	67.19	2.321	2.2921	-1.953	0
0.731	55.714	68.483	2.321	2.33622	-1.90045	0
0.73	54.145	69.738	2.322	2.37908	-1.84692	0
0.73	52.548	70.958	2.322	2.42072	-1.79243	0
0.73	50.923	72.142	2.322	2.46113	-1.73697	0
0.73	49.272	73.289	2.323	2.50028	-1.68065	0
0.73	47.595	74.397	2.323	2.53811	-1.62344	0
0.73	45.892	75.468	2.323	2.57467	-1.56534	0
0.73	44.167	76.499	2.324	2.60986	-1.50646	0
0.73	42.418	77.491	2.324	2.64374	-1.4468	0
0.731	40.645	78.443	2.325	2.67625	-1.38633	0
0.731	38.853	79.354	2.325	2.70735	-1.32518	0
0.731	37.04	80.224	2.325	2.73705	-1.26333	0
0.732	35.206	81.054	2.326	2.76539	-1.20079	0
0.731	33.355	81.841	2.326	2.79226	-1.13764	0
0.732	31.487	82.585	2.327	2.81767	-1.0739	0
0.731	29.6	83.287	2.327	2.84165	-1.00955	0
0.731	27.699	83.947	2.327	2.86418	-0.94472	0
0.731	25.784	84.562	2.328	2.88519	-0.87939	0
0.731	23.853	85.134	2.328	2.90472	-0.81353	0
0.731	21.911	85.662	2.328	2.92274	-0.7473	0
0.731	19.957	86.147	2.329	2.93929	-0.68063	0
0.731	17.992	86.585	2.329	2.95427	-0.61364	0
0.731	16.019	86.979	2.33	2.96772	-0.54632	0
0.732	14.035	87.328	2.33	2.97965	-0.47865	0
0.732	12.045	87.633	2.33	2.99005	-0.41079	0
0.732	10.048	87.891	2.331	2.99888	-0.34269	0
0.732	8.044	88.105	2.331	3.00615	-0.27436	0
0.732	6.038	88.272	2.331	3.01186	-0.20592	0
0.732	4.028	88.394	2.332	3.01605	-0.13737	0
0.732	2.014	88.47	2.332	3.01864	-0.06868	0
0.731	0	88.5	2.333	3.01966	0	0
0.731	-2.014	88.484	2.333	3.01911	0.06869	0
0.731	-4.029	88.422	2.333	3.017	0.13741	0
0.731	-6.041	88.316	2.334	3.01336	0.20602	0
0.731	-8.05	88.162	2.334	3.00812	0.27454	0
0.731	-10.056	87.963	2.335	3.00132	0.34297	0
0.731	-12.056	87.718	2.335	2.99296	0.41119	0
0.73	-14.051	87.429	2.335	2.98309	0.4792	0
0.73	-16.04	87.093	2.336	2.97162	0.54703	0
0.73	-18.019	86.713	2.336	2.95862	0.61454	0
0.73	-19.989	86.287	2.336	2.94408	0.68174	0
0.729	-21.951	85.817	2.337	2.92803	0.74865	0
0.729	-23.9	85.302	2.337	2.91045	0.81514	0
0.729	-25.839	84.742	2.338	2.89133	0.88126	0
0.729	-27.763	84.139	2.338	2.87073	0.94688	0
0.729	-29.673	83.493	2.338	2.84867	1.01204	0
0.729	-31.569	82.802	2.339	2.82508	1.07672	0
0.729	-33.448	82.069	2.339	2.80003	1.14081	0
0.729	-35.31	81.293	2.34	2.77354	1.20432	0
0.729	-37.156	80.475	2.34	2.74561	1.26728	0
0.728	-38.98	79.615	2.34	2.71624	1.32953	0
0.728	-40.785	78.713	2.341	2.68546	1.3911	0
0.727	-42.571	77.77	2.341	2.65326	1.45201	0
0.727	-44.333	76.788	2.341	2.61973	1.51215	0
0.726	-46.073	75.765	2.342	2.58482	1.5715	0
0.726	-47.79	74.702	2.342	2.54852	1.6301	0
0.726	-49.482	73.601	2.343	2.51094	1.68781	0
0.726	-51.149	72.462	2.343	2.47207	1.74468	0
0.726	-52.79	71.284	2.343	2.43185	1.80068	0
0.726	-54.403	70.07	2.344	2.3904	1.85571	0
0.726	-55.988	68.819	2.344	2.34771	1.90979	0
0.727	-57.546	67.532	2.345	2.30379	1.96296	0
0.727	-59.072	66.211	2.345	2.25867	2.01505	0
0.727	-60.569	64.854	2.345	2.21238	2.06612	0
0.727	-62.035	63.463	2.346	2.16489	2.11615	0
0.727	-63.469	62.04	2.346	2.11634	2.16509	0
0.727	-64.87	60.584	2.346	2.06663	2.21293	0
0.726	-66.237	59.096	2.347	2.01587	2.25959	0
0.726	-67.57	57.578	2.347	1.96407	2.30509	0
0.726	-68.87	56.029	2.348	1.91121	2.34946	0
0.725	-70.133	54.452	2.348	1.85739	2.39256	0
0.725	-71.36	52.846	2.348	1.80259	2.43443	0
0.725	-72.551	51.211	2.349	1.7468	2.47508	0
0.725	-73.704	49.551	2.349	1.69017	2.51445	0
0.725	-74.818	47.865	2.35	1.63263	2.55249	0
0.725	-75.895	46.152	2.35	1.5742	2.58925	0
0.725	-76.932	44.416	2.35	1.51498	2.62464	0
0.725	-77.93	42.658	2.351	1.45499	2.65871	0
0.726	-78.887	40.875	2.351	1.39418	2.6914	0
0.726	-79.803	39.073	2.351	1.33268	2.72268	0
0.726	-80.678	37.249	2.352	1.27048	2.75255	0
0.726	-81.513	35.406	2.352	1.20758	2.78105	0
0.726	-82.304	33.544	2.353	1.14408	2.80807	0
0.727	-83.052	31.665	2.353	1.07998	2.83363	0
0.726	-83.759	29.767	2.353	1.01526	2.85774	0
0.726	-84.422	27.856	2.354	0.95007	2.88039	0
0.726	-85.041	25.93	2.354	0.88436	2.90152	0
0.726	-85.616	23.988	2.354	0.81814	2.92117	0
0.726	-86.146	22.035	2.355	0.75153	2.93928	0
0.726	-86.634	20.069	2.355	0.68448	2.95592	0
0.726	-87.075	18.094	2.356	0.61711	2.97099	0
0.726	-87.471	16.109	2.356	0.54941	2.98452	0
0.726	-87.822	14.114	2.356	0.48136	2.99651	0
0.726	-88.128	12.113	2.357	0.41311	3.00697	0
0.727	-88.388	10.105	2.357	0.34463	3.01584	0
0.727	-88.602	8.09	2.358	0.27591	3.02316	0
0.727	-88.771	6.072	2.358	0.20708	3.0289	0
0.727	-88.894	4.051	2.358	0.13815	3.03311	0
0.727	-88.97	2.025	2.359	0.06907	3.03571	0
0.727	-89	0	2.359	0	3.03673	0
0.727	-88.984	-2.026	2.359	-0.06908	3.03619	0
0.726	-88.922	-4.052	2.36	-0.13819	3.03406	0
0.726	-88.814	-6.075	2.36	-0.20719	3.0304	0
0.726	-88.66	-8.095	2.361	-0.27609	3.02513	0
0.726	-88.46	-10.113	2.361	-0.34491	3.01828	0
0.726	-88.214	-12.125	2.361	-0.41351	3.00988	0
0.725	-87.923	-14.13	2.362	-0.48191	2.99995	0
0.725	-87.585	-16.13	2.362	-0.55012	2.98841	0
0.725	-87.202	-18.121	2.363	-0.61801	2.97533	0
0.725	-86.774	-20.102	2.363	-0.68559	2.96071	0
0.724	-86.301	-22.075	2.363	-0.75288	2.94458	0
0.724	-85.783	-24.035	2.364	-0.81974	2.92689	0
0.724	-85.221	-25.985	2.364	-0.88623	2.90766	0
0.724	-84.614	-27.919	2.364	-0.95223	2.88694	0
0.724	-83.964	-29.84	2.365	-1.01775	2.86476	0
0.724	-83.269	-31.747	2.365	-1.0828	2.84103	0
0.724	-82.532	-33.637	2.366	-1.14725	2.81584	0
0.724	-81.751	-35.509	2.366	-1.21112	2.7892	0
0.724	-80.929	-37.365	2.366	-1.27443	2.76111	0
0.723	-80.064	-39.2	2.367	-1.33703	2.73157	0
0.723	-79.157	-41.015	2.367	-1.39895	2.70062	0
0.722	-78.208	-42.811	2.368	-1.4602	2.66824	0
0.722	-77.221	-44.584	2.368	-1.52068	2.63452	0
0.722	-76.192	-46.333	2.368	-1.58037	2.5994	0
0.721	-75.123	-48.06	2.369	-1.63929	2.5629	0
0.721	-74.016	-49.761	2.369	-1.69733	2.5251	0
0.721	-72.871	-51.437	2.37	-1.75452	2.48601	0
0.721	-71.686	-53.088	2.37	-1.81083	2.44557	0
0.722	-70.465	-54.709	2.37	-1.86617	2.40388	0
0.722	-69.207	-56.303	2.371	-1.92056	2.36095	0
0.722	-67.913	-57.87	2.371	-1.97403	2.31678	0
0.722	-66.584	-59.405	2.371	-2.02641	2.2714	0
0.722	-65.22	-60.91	2.372	-2.07776	2.22485	0
0.722	-63.82	-62.384	2.372	-2.12808	2.1771	0
0.722	-62.39	-63.826	2.373	-2.17729	2.12827	0
0.722	-60.925	-65.236	2.373	-2.2254	2.07827	0
0.722	-59.429	-66.61	2.373	-2.27232	2.02723	0
0.721	-57.902	-67.951	2.374	-2.31808	1.97513	0
0.721	-56.345	-69.258	2.374	-2.3627	1.92198	0
0.721	-54.758	-70.528	2.375	-2.40604	1.86785	0
0.721	-53.143	-71.762	2.375	-2.44815	1.81274	0
0.72	-51.499	-72.959	2.375	-2.48902	1.75664	0
0.72	-49.83	-74.119	2.376	-2.52861	1.69969	0
0.72	-48.134	-75.239	2.376	-2.56687	1.64183	0
0.72	-46.412	-76.322	2.376	-2.60383	1.58306	0
0.721	-44.667	-77.365	2.377	-2.63943	1.52351	0
0.721	-42.898	-78.368	2.377	-2.67369	1.46319	0
0.721	-41.105	-79.331	2.378	-2.70656	1.40203	0
0.721	-39.293	-80.252	2.378	-2.73801	1.34018	0
0.722	-37.459	-81.132	2.378	-2.76805	1.27763	0
0.722	-35.605	-81.971	2.379	-2.79671	1.21438	0
0.722	-33.733	-82.767	2.379	-2.82388	1.15052	0
0.722	-31.843	-83.52	2.38	-2.84958	1.08606	0
0.722	-29.935	-84.23	2.38	-2.87383	1.02097	0
0.722	-28.013	-84.897	2.38	-2.89661	0.95541	0
0.721	-26.076	-85.519	2.381	-2.91785	0.88933	0
0.721	-24.123	-86.097	2.381	-2.93761	0.82274	0
0.721	-22.159	-86.631	2.381	-2.95582	0.75575	0
0.721	-20.182	-87.121	2.382	-2.97256	0.68833	0
0.721	-18.196	-87.564	2.382	-2.98771	0.62058	0
0.721	-16.2	-87.963	2.383	-3.00131	0.55249	0
0.722	-14.193	-88.316	2.383	-3.01337	0.48406	0
0.722	-12.181	-88.624	2.383	-3.02389	0.41543	0
0.722	-10.162	-88.885	2.384	-3.03281	0.34656	0
0.722	-8.135	-89.1	2.384	-3.04016	0.27746	0
0.722	-6.106	-89.269	2.385	-3.04593	0.20825	0
0.722	-4.073	-89.393	2.385	-3.05016	0.13892	0
0.722	-2.037	-89.47	2.385	-3.05278	0.06946	0
0.722	0	-89.5	2.386	-3.05381	0	0
0.722	2.037	-89.484	2.386	-3.05326	-0.06947	0
0.722	4.075	-89.421	2.386	-3.05112	-0.13897	0
0.722	6.109	-89.313	2.387	-3.04743	-0.20835	0
0.722	8.141	-89.158	2.387	-3.04213	-0.27764	0
0.721	10.17	-88.957	2.388	-3.03525	-0.34684	0
0.721	12.193	-88.709	2.388	-3.0268	-0.41583	0
0.721	14.21	-88.416	2.388	-3.0168	-0.48462	0
0.72	16.221	-88.077	2.389	-3.0052	-0.55321	0
0.72	18.222	-87.692	2.389	-2.99205	-0.62148	0
0.72	20.215	-87.261	2.39	-2.97735	-0.68944	0
0.72	22.199	-86.786	2.39	-2.96112	-0.75711	0
0.72	24.17	-86.265	2.39	-2.94333	-0.82434	0
0.72	26.13	-85.699	2.391	-2.924	-0.8912	0
0.72	28.076	-85.089	2.391	-2.90316	-0.95757	0
0.72	30.008	-84.435	2.392	-2.88084	-1.02346	0
0.72	31.926	-83.736	2.392	-2.85698	-1.08888	0
0.72	33.826	-82.995	2.392	-2.83165	-1.15369	0
0.719	35.708	-82.21	2.393	-2.80486	-1.21791	0
0.719	37.575	-81.383	2.393	-2.77661	-1.28158	0
0.719	39.42	-80.513	2.393	-2.74691	-1.34453	0
0.718	41.245	-79.601	2.394	-2.71578	-1.4068	0
0.718	43.051	-78.647	2.394	-2.68321	-1.46839	0
0.718	44.834	-77.654	2.395	-2.6493	-1.52921	0
0.717	46.593	-76.619	2.395	-2.61399	-1.58923	0
0.717	48.329	-75.544	2.395	-2.57728	-1.64848	0
0.717	50.04	-74.431	2.396	-2.53927	-1.70685	0
0.717	51.725	-73.279	2.396	-2.49996	-1.76436	0
0.717	53.385	-72.088	2.397	-2.45929	-1.82098	0
0.717	55.016	-70.86	2.397	-2.41737	-1.87664	0
0.717	56.619	-69.595	2.397	-2.37419	-1.93133	0
0.718	58.194	-68.293	2.398	-2.32977	-1.98509	0
0.718	59.738	-66.957	2.398	-2.28414	-2.03777	0
0.718	61.251	-65.585	2.398	-2.23732	-2.08941	0
0.718	62.734	-64.178	2.399	-2.1893	-2.14001	0
0.718	64.184	-62.739	2.399	-2.1402	-2.1895	0
0.718	65.601	-61.266	2.4	-2.08992	-2.23787	0
0.717	66.984	-59.762	2.4	-2.03859	-2.28506	0
0.717	68.332	-58.227	2.4	-1.9862	-2.33107	0
0.717	69.646	-56.66	2.401	-1.93275	-2.37594	0
0.717	70.923	-55.065	2.401	-1.87831	-2.41952	0
0.716	72.163	-53.441	2.402	-1.82289	-2.46186	0
0.716	73.368	-51.788	2.402	-1.76648	-2.50297	0
0.716	74.534	-50.109	2.402	-1.70921	-2.54278	0
0.716	75.661	-48.404	2.403	-1.65102	-2.58125	0
0.716	76.749	-46.672	2.403	-1.59193	-2.61842	0
0.716	77.798	-44.917	2.403	-1.53204	-2.65421	0
0.716	78.807	-43.138	2.404	-1.47138	-2.68866	0
0.717	79.775	-41.335	2.404	-1.40987	-2.72172	0
0.717	80.701	-39.512	2.405	-1.34768	-2.75335	0
0.717	81.586	-37.669	2.405	-1.28478	-2.78355	0
0.717	82.43	-35.804	2.405	-1.22117	-2.81237	0
0.717	83.23	-33.921	2.406	-1.15696	-2.83969	0
0.717	83.987	-32.021	2.406	-1.09213	-2.86553	0
0.717	84.701	-30.102	2.407	-1.02668	-2.88992	0
0.717	85.372	-28.17	2.407	-0.96076	-2.91282	0
0.717	85.997	-26.221	2.407	-0.89431	-2.93419	0
0.717	86.579	-24.258	2.408	-0.82734	-2.95405	0
0.717	87.115	-22.283	2.408	-0.75998	-2.97237	0
0.717	87.608	-20.295	2.409	-0.69218	-2.98919	0
0.717	88.054	-18.298	2.409	-0.62405	-3.00442	0
0.717	88.454	-16.29	2.409	-0.55558	-3.0181	0
0.717	88.809	-14.273	2.41	-0.48677	-3.03023	0
0.717	89.119	-12.249	2.41	-0.41775	-3.0408	0
0.717	89.382	-10.219	2.411	-0.3485	-3.04977	0
0.717	89.598	-8.181	2.411	-0.27901	-3.05717	0
0.717	89.768	-6.14	2.411	-0.20941	-3.06297	0
0.717	89.893	-4.096	2.412	-0.1397	-3.06722	0
0.717	89.97	-2.048	2.412	-0.06985	-3.06985	0
0.717	90	0	2.412	0	-3.07089	0
0.699	89.985	1.998	2.413	0.06814	-3.07037	0
0.699	89.925	3.995	2.413	0.13626	-3.06834	0
0.699	89.821	5.991	2.414	0.20433	-3.06479	0
0.699	89.673	7.984	2.414	0.2723	-3.05973	0
0.699	89.481	9.974	2.414	0.34015	-3.05316	0
0.699	89.244	11.96	2.415	0.4079	-3.04507	0
0.699	88.964	13.939	2.415	0.4754	-3.03549	0
0.698	88.64	15.912	2.416	0.54269	-3.02444	0
0.698	88.272	17.877	2.416	0.60971	-3.01187	0
0.698	87.86	19.834	2.416	0.67645	-2.9978	0
0.698	87.405	21.781	2.417	0.74286	-2.98226	0
0.698	86.907	23.718	2.417	0.80892	-2.96524	0
0.697	86.365	25.643	2.417	0.87459	-2.94676	0
0.697	85.782	27.556	2.418	0.93984	-2.92682	0
0.698	85.155	29.456	2.418	1.00464	-2.90544	0
0.697	84.487	31.342	2.419	1.06895	-2.88261	0
0.697	83.777	33.212	2.419	1.13275	-2.85837	0
0.697	83.025	35.068	2.419	1.19606	-2.83269	0
0.697	82.232	36.905	2.42	1.25873	-2.80563	0
0.697	81.399	38.724	2.42	1.3208	-2.77718	0
0.697	80.526	40.525	2.42	1.38222	-2.74735	0
0.696	79.612	42.306	2.421	1.44297	-2.71617	0
0.696	78.661	44.067	2.421	1.50305	-2.68368	0
0.695	77.669	45.805	2.422	1.56237	-2.64982	0
0.695	76.639	47.522	2.422	1.62094	-2.61466	0
0.695	75.571	49.215	2.422	1.67871	-2.5782	0
0.695	74.466	50.885	2.423	1.73567	-2.54046	0
0.695	73.324	52.529	2.423	1.79179	-2.50147	0
0.695	72.145	54.148	2.423	1.84703	-2.46124	0
0.695	70.93	55.742	2.424	1.90141	-2.41975	0
0.696	69.68	57.307	2.424	1.95482	-2.3771	0
0.696	68.396	58.845	2.425	2.00728	-2.33327	0
0.696	67.078	60.353	2.425	2.05876	-2.28829	0
0.696	65.727	61.832	2.425	2.10924	-2.24217	0
0.696	64.343	63.281	2.426	2.15868	-2.19494	0
0.696	62.928	64.699	2.426	2.20707	-2.14662	0
0.696	61.481	66.085	2.426	2.25437	-2.09724	0
0.696	60.004	67.439	2.427	2.30061	-2.04684	0
0.695	58.496	68.76	2.427	2.34568	-1.9954	0
0.695	56.96	70.047	2.428	2.38962	-1.94298	0
0.695	55.395	71.3	2.428	2.43238	-1.88958	0
0.694	53.802	72.518	2.428	2.47398	-1.83521	0
0.694	52.183	73.7	2.429	2.51433	-1.77996	0
0.694	50.538	74.847	2.429	2.55346	-1.72383	0
0.694	48.868	75.956	2.43	2.59133	-1.66685	0
0.694	47.173	77.028	2.43	2.62793	-1.60904	0
0.694	45.455	78.062	2.43	2.66324	-1.55042	0
0.695	43.714	79.058	2.431	2.69724	-1.49103	0
0.694	41.952	80.015	2.431	2.72992	-1.4309	0
0.695	40.168	80.933	2.431	2.76126	-1.37006	0
0.695	38.365	81.811	2.432	2.79124	-1.30854	0
0.695	36.542	82.649	2.432	2.81985	-1.24636	0
0.695	34.702	83.447	2.433	2.84711	-1.18357	0
0.695	32.842	84.204	2.433	2.87295	-1.12012	0
0.695	30.967	84.919	2.433	2.89736	-1.05617	0
0.695	29.076	85.592	2.434	2.92035	-0.99168	0
0.695	27.171	86.223	2.434	2.9419	-0.9267	0
0.695	25.252	86.812	2.434	2.962	-0.86126	0
0.695	23.321	87.358	2.435	2.98065	-0.79537	0
0.695	21.378	87.861	2.435	2.99782	-0.72909	0
0.695	19.423	88.32	2.436	3.01352	-0.66244	0
0.695	17.459	88.737	2.436	3.02774	-0.59545	0
0.695	15.486	89.109	2.436	3.04047	-0.52816	0
0.695	13.505	89.438	2.437	3.05169	-0.4606	0
0.695	11.516	89.723	2.437	3.06143	-0.39275	0
0.695	9.522	89.963	2.438	3.06964	-0.32475	0
0.695	7.523	90.16	2.438	3.07634	-0.25658	0
0.695	5.521	90.312	2.438	3.08156	-0.18828	0
0.695	3.515	90.42	2.439	3.08522	-0.11987	0
0.695	1.507	90.482	2.439	3.08736	-0.05139	0
0.695	-0.502	90.501	2.439	3.08798	0.01713	0
0.695	-2.511	90.474	2.44	3.08708	0.08565	0
0.695	-4.52	90.403	2.44	3.08465	0.15414	0
0.695	-6.526	90.287	2.441	3.08071	0.22256	0
0.695	-8.529	90.127	2.441	3.07524	0.29088	0
0.695	-10.528	89.923	2.441	3.06825	0.35907	0
0.695	-12.525	89.674	2.442	3.05974	0.42715	0
0.694	-14.513	89.38	2.442	3.04972	0.49498	0
0.694	-16.495	89.043	2.442	3.0382	0.56257	0
0.694	-18.469	88.662	2.443	3.02518	0.6299	0
0.693	-20.434	88.237	2.443	3.01067	0.69692	0
0.693	-22.39	87.769	2.444	2.9947	0.76363	0
0.693	-24.335	87.257	2.444	2.97722	0.82996	0
0.693	-26.268	86.702	2.444	2.95826	0.89589	0
0.693	-28.188	86.104	2.445	2.93785	0.96139	0
0.693	-30.095	85.464	2.445	2.91598	1.02643	0
0.693	-31.987	84.781	2.446	2.89267	1.09098	0
0.693	-33.864	84.057	2.446	2.86793	1.155	0
0.693	-35.726	83.29	2.446	2.84175	1.21851	0
0.693	-37.569	82.483	2.447	2.81419	1.28138	0
0.693	-39.394	81.635	2.447	2.78523	1.34363	0
0.693	-41.199	80.747	2.447	2.7549	1.40523	0
0.692	-42.985	79.818	2.448	2.7232	1.46615	0
0.692	-44.75	78.851	2.448	2.69016	1.52635	0
0.691	-46.493	77.844	2.449	2.65579	1.58582	0
0.691	-48.213	76.798	2.449	2.6201	1.64451	0
0.691	-49.91	75.716	2.449	2.58314	1.70242	0
0.691	-51.583	74.595	2.45	2.54488	1.75949	0
0.691	-53.23	73.437	2.45	2.50535	1.8157	0
0.691	-54.851	72.243	2.451	2.46459	1.87102	0
0.692	-56.447	71.012	2.451	2.42257	1.92547	0
0.692	-58.014	69.747	2.451	2.37938	1.97895	0
0.692	-59.553	68.447	2.452	2.33502	2.03145	0
0.692	-61.062	67.114	2.452	2.28949	2.08297	0
